865067025279152	20170701000001
865067025281794	20170701000002
865067025282438	20170701000003
865067025281745	20170701000004
865067025282321	20170701000005
865067025284251	20170701000006
865067025284566	20170701000007
865067025281687	20170701000008
865067025284749	20170701000009
865067025284822	20170701000010
865067025279236	20170701000011
865067025284376	20170701000012
865067025278808	20170701000013
865067025284764	20170701000014
865067025281760	20170701000015
865067025285100	20170701000016
865067025279061	20170701000017
865067025284426	20170701000018
865067025279178	20170701000019
865067025284905	20170701000020
865067025282263	20170701000021
865067025285142	20170701000022
865067025280184	20170701000023
865067025280457	20170701000024
865067025284517	20170701000025
865067025284632	20170701000026
865067025284921	20170701000027
865067025284798	20170701000028
865067025284772	20170701000029
865067025285167	20170701000030
865067025279012	20170701000031
865067025284913	20170701000032
865067025284954	20170701000033
865067025279350	20170701000034
865067025284541	20170701000035
865067025281836	20170701000036
865067025284327	20170701000037
865067025283410	20170701000038
865067025284590	20170701000039
865067025282370	20170701000040
865067025279319	20170701000041
865067025279343	20170701000042
865067025280168	20170701000043
865067025282537	20170701000044
865067025285118	20170701000045
865067025284707	20170701000046
865067025283345	20170701000047
865067025285340	20170701000048
865067025284723	20170701000049
865067025283352	20170701000050
865067025284509	20170701000051
865067025283337	20170701000052
865067025285001	20170701000053
865067025283386	20170701000054
865067025284871	20170701000055
865067025282354	20170701000056
865067025285043	20170701000057
865067025285209	20170701000058
865067025282347	20170701000059
865067025279079	20170701000060
865067025281778	20170701000061
865067025280085	20170701000062
865067025284665	20170701000063
865067025284301	20170701000064
865067025284574	20170701000065
865067025285134	20170701000066
865067025280093	20170701000067
865067025279244	20170701000068
865067025284897	20170701000069
865067025284459	20170701000070
865067025284343	20170701000071
865067025285076	20170701000072
865067025278899	20170701000073
865067025282503	20170701000074
865067025285191	20170701000075
865067025278980	20170701000076
865067025282396	20170701000077
865067025284434	20170701000078
865067025285092	20170701000079
865067025284483	20170701000080
865067025284947	20170701000081
865067025279095	20170701000082
865067025279327	20170701000083
865067025284392	20170701000084
865067025284368	20170701000085
865067025283428	20170701000086
865067025284756	20170701000087
865067025284608	20170701000088
865067025282388	20170701000089
865067025278972	20170701000090
865067025279921	20170701000091
865067025277057	20170701000092
865067025284277	20170701000093
865067025284418	20170701000094
865067025284335	20170701000095
865067025284442	20170701000096
865067025285308	20170701000097
865067025280192	20170701000098
865067025280341	20170701000099
865067025284780	20170701000100
865067025285175	20170701000101
865067025284939	20170701000102
865067025284863	20170701000103
865067025282479	20170701000104
865067025282313	20170701000105
865067025282248	20170701000106
865067025284624	20170701000107
865067025282495	20170701000108
865067025283246	20170701000109
865067025285357	20170701000110
865067025280200	20170701000111
865067025280176	20170701000112
865067025284400	20170701000113
865067025282453	20170701000114
865067025284293	20170701000115
865067025282487	20170701000116
865067025282446	20170701000117
865067025282289	20170701000118
865067025276323	20170701000119
865067025284657	20170701000120
865067025282511	20170701000121
865067025285084	20170701000122
865067025285258	20170701000123
865067025285068	20170701000124
865067025282305	20170701000125
865067025284244	20170701000126
865067025284673	20170701000127
865067025285159	20170701000128
865067025285274	20170701000129
865067025276646	20170701000130
865067025285019	20170701000131
865067025284350	20170701000132
865067025281786	20170701000133
865067025285233	20170701000134
865067025284699	20170701000135
865067025284467	20170701000136
865067025283402	20170701000137
865067025280150	20170701000138
865067025285241	20170701000139
865067025284616	20170701000140
865067025284855	20170701000141
865067025285027	20170701000142
865067025285217	20170701000143
865067025284525	20170701000144
865067025285035	20170701000145
865067025280119	20170701000146
865067025283287	20170701000147
865067025283329	20170701000148
865067025283303	20170701000149
865067025283295	20170701000150
865067025284582	20170701000151
865067025284269	20170701000152
865067025284491	20170701000153
865067025285183	20170701000154
865067025284285	20170701000155
865067025284533	20170701000156
865067025280143	20170701000157
865067025283311	20170701000158
865067025277206	20170701000159
865067025284384	20170701000160
865067025284715	20170701000161
865067025282362	20170701000162
865067025284970	20170701000163
865067025285225	20170701000164
865067025278196	20170701000165
865067025280226	20170701000166
865067025285332	20170701000167
865067025284848	20170701000168
865067025284640	20170701000169
865067025285290	20170701000170
865067025284988	20170701000171
865067025280135	20170701000172
865067025282404	20170701000173
865067025284558	20170701000174
865067025281828	20170701000175
865067025283360	20170701000176
865067025278592	20170701000177
865067025285282	20170701000178
865067025285316	20170701000179
865067025281802	20170701000180
865067025284814	20170701000181
865067025284681	20170701000182
865067025283436	20170701000183
865067025285266	20170701000184
865067025281810	20170701000185
865067025284830	20170701000186
865067025282412	20170701000187
865067025284475	20170701000188
865067025279939	20170701000189
865067025284996	20170701000190
865067025283022	20170701000191
865067025285050	20170701000192
865067025279194	20170701000193
865067025284319	20170701000194
865067025284731	20170701000195
865067025284806	20170701000196
865067025285126	20170701000197
865067025279160	20170701000198
865067025284962	20170701000199
865067025284889	20170701000200
865067024943303	20170701000201
865067025287171	20170701000202
865067025300073	20170701000203
865067025296750	20170701000204
865067025285795	20170701000205
865067025297261	20170701000206
865067025290530	20170701000207
865067025289565	20170701000208
865067025292221	20170701000209
865067025290852	20170701000210
865067024943600	20170701000211
865067025299473	20170701000212
865067025291918	20170701000213
865067024942768	20170701000214
865067025291116	20170701000215
865067025290464	20170701000216
865067025296305	20170701000217
865067025296560	20170701000218
865067024940481	20170701000219
865067025292130	20170701000220
865067025290977	20170701000221
865067025299267	20170701000222
865067025296339	20170701000223
865067024943642	20170701000224
865067024969993	20170701000225
865067025296693	20170701000226
865067025290282	20170701000227
865067024943691	20170701000228
865067024940648	20170701000229
865067025290910	20170701000230
865067024940630	20170701000231
865067024942172	20170701000232
865067024970074	20170701000233
865067025287304	20170701000234
865067025299697	20170701000235
865067025292122	20170701000236
865067025286546	20170701000237
865067025294730	20170701000238
865067024941059	20170701000239
865067025296420	20170701000240
865067025299689	20170701000241
865067024943568	20170701000242
865067025299168	20170701000243
865067024942164	20170701000244
865067025289979	20170701000245
865067025292080	20170701000246
865067024948393	20170701000247
865067025296370	20170701000248
865067024943477	20170701000249
865067025290324	20170701000250
865067024936984	20170701000251
